x,y
46.09142936197436,52.77464575445031
46.87283608007001,8.323791351690126
46.83488756814374,40.62908525710185
55.1281253265126,42.68183055154026
78.60879478393268,71.16900108140246
62.00785786002782,61.36658834210361
72.70142500079757,85.50066664182215
85.67943856210847,76.19144406069238
30.961301722020675,-3.1682149117616083
69.51254183328494,77.49689219684286
46.9932374719216,35.829304354289114
54.20144545236668,45.08586473150818
22.0627339920952,-1.7371368769360047
28.13750964377616,12.015094329689292
74.25029277542379,59.874138428658625
71.73911114310651,52.3195233623098
59.692203642291524,51.431151616528474
24.857280399539377,33.77386605947901
56.02852559195698,52.624955223419654
40.568627553294654,33.143385997994926
75.59118382443609,94.99106068642004
68.95696912513344,63.22870545854927
67.73704635747539,94.71394099240057
53.20055041883002,55.00823893474414
43.187758658640156,36.121277620661466
34.92176146382011,27.267783652810344
54.456865031524494,33.26159438311607
53.99008559398289,24.942774469622968
61.93707515174938,56.71446232219272
34.39898478895649,9.189256359474069
33.13039028727086,11.750673810988207
34.32073727926678,30.52070213045795
26.618200984222607,9.077912997222288
65.07074864371428,64.55238868281498
44.64820079143997,25.07664141887004
72.40250375010811,80.73125233029045
44.775384507602126,26.6393588324986
77.70744790680114,56.841331675632
46.699138481904534,37.04700481845318
75.10505759114366,86.93596512172732
56.489751355788535,55.979966121060706
33.477617325351915,14.766199637683489
70.541149858025,92.85832945628593
39.43421029951571,30.131367865367928
21.998003917840308,8.814917185588655
83.70001391184789,76.580278377305
29.274226809722986,8.772159936371665
60.75640080066193,39.61564622331933
14.323218685590131,14.862854506174285
52.402187996571314,45.4202518036848
80.25928389770765,86.00737633463892
63.98127627597818,60.701357005154904
77.28050746930911,74.65418432803983
79.85164390331468,72.11516295955633
40.48723307752767,62.70164106510429
23.36388361732081,6.0102666603450015
53.959776848067044,39.014660277117756
71.9073975668937,40.36943915593249
61.35393804402296,85.52112697023364
63.4312699706264,64.22501570962153
65.70328221127471,52.04960785148299
81.98465900111171,92.22991063558592
51.827877883426545,70.7989899924169
63.44243533605361,37.33493326946472
29.18285301057087,26.489486609690854
86.7563646707724,67.32086476576224
41.14655212416983,-8.919414421911911
76.64485657268247,60.511794748555964
52.95243153958848,56.709056686040505
38.46820771937986,16.584871322301293
56.489950658318904,68.18635623086543
62.453957413309034,54.09821481073329
54.54911482460614,41.780784082927156
56.87014158377407,67.80562775147442
